Cheers 
('Blue Diamond 750ML', 'Rs.\xa0600')('Blue Diamond 750ML', 'Rs.\xa0800')
('Royal Challenge 750ML', 'Rs.\xa01,320')('Royal Challenge 750ML', 'Rs.\xa01,495')
('Ruslan 750ML', 'Rs.\xa01,500')('Ruslan 750ML', 'Rs.\xa01,450')
